gadm36_2,Area Name,country_name,Country ISO3,Typology Class,Priority,Efficiency,Potential
NGA.23.21_1,Yagba West,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.612415,128475
NGA.23.2_1,Ajaokuta,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.627658,122134
NGA.23.3_1,Ankpa,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.618632,150278
NGA.23.6_1,Ibaji,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.61555,128452
NGA.23.8_1,Igalamela-Odolu,Nigeria,NGA,Medium priority with high agricultural opportunities,31,0.638947,110598
NGA.24.5_1,Ifelodun,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.278785,125380
NGA.26.10_1,Nassarawa Egon,Nigeria,NGA,Medium priority with high agricultural opportunities,32,0.552882,189352
NGA.26.11_1,Obi,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.549763,195897
NGA.26.13_1,Wamba,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.570787,169960
NGA.26.1_1,Akwanga,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.534179,197895
NGA.26.2_1,Awe,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.526369,210004
NGA.26.3_1,Doma,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.646219,194737
NGA.26.5_1,Keana,Nigeria,NGA,Medium priority with high agricultural opportunities,38,0.515993,216978
NGA.26.6_1,Keffi,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.580341,175516
NGA.26.7_1,Kokona,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.531263,209235
NGA.26.9_1,Nasarawa,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.541448,195199
NGA.27.20_1,Rafi,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.546445,212903
NGA.27.2_1,Agwara,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.656851,144451
NGA.28.10_1,IjebuNorth,Nigeria,NGA,Medium priority with high agricultural opportunities,28,0.498797,118614
NGA.28.11_1,IjebuOde,Nigeria,NGA,Medium priority with high agricultural opportunities,25,0.659351,101661
NGA.28.12_1,Ikenne,Nigeria,NGA,Medium priority with high agricultural opportunities,32,0.442228,133805
NGA.28.13_1,Imeko-Afon,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.462631,133049
NGA.28.15_1,Obafemi-Owode,Nigeria,NGA,Medium priority with high agricultural opportunities,30,0.156541,167507
NGA.28.17_1,Odogbolu,Nigeria,NGA,Medium priority with high agricultural opportunities,29,0.499911,120669
NGA.28.2_1,AbeokutaNorth,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.538887,135025
NGA.28.4_1,EgbadoNorth,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.382971,187625
NGA.28.6_1,Ewekoro,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.290969,236882
NGA.28.8_1,Ijebu North-East,Nigeria,NGA,Medium priority with high agricultural opportunities,27,0.523979,108827
NGA.29.16_1,Ondo West,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.202344,164179
NGA.3.15_1,Ini,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.298808,110025
NGA.3.21_1,Nsit Ubium,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.297867,112728
NGA.3.23_1,Okobo,Nigeria,NGA,Medium priority with high agricultural opportunities,37,0.065349,108784
NGA.3.28_1,Ukanafun,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.311708,103038
NGA.3.29_1,Uruan,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.284961,106518
NGA.3.9_1,Ibesikpo Asutan,Nigeria,NGA,Medium priority with high agricultural opportunities,37,0.279428,111115
NGA.30.12_1,Ife North,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.533757,151446
NGA.30.23_1,Iwo,Nigeria,NGA,Medium priority with high agricultural opportunities,22,0.542516,148856
NGA.30.26_1,Ola-Oluwa,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.532109,154035
NGA.30.27_1,Olorunda,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.617761,108205
NGA.30.29_1,Orolu,Nigeria,NGA,Medium priority with high agricultural opportunities,32,0.576504,129401
NGA.30.30_1,Osogbo,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.181968,175628
NGA.30.4_1,Ayedire,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.541409,147430
NGA.30.8_1,Ede South,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.533286,154460
NGA.31.11_1,Ibarapa Central,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.460262,148876
NGA.31.13_1,Ibarapa North,Nigeria,NGA,Medium priority with high agricultural opportunities,37,0.620641,128415
NGA.31.21_1,Ogbomosho North,Nigeria,NGA,Medium priority with high agricultural opportunities,39,0.226695,196741
NGA.32.11_1,Mangu,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.536375,173707
NGA.32.13_1,Pankshin,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.598875,212851
NGA.33.21_1,Oyigbo,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.352794,113542
NGA.33.4_1,Akukutor,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.286769,135583
NGA.33.8_1,Degema,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.369425,100597
NGA.34.10_1,Kebbe,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.571808,177106
NGA.34.12_1,Rabah,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.643814,106049
NGA.34.14_1,Shagari,Nigeria,NGA,Medium priority with high agricultural opportunities,30,0.628112,125370
NGA.34.20_1,Tureta,Nigeria,NGA,Medium priority with high agricultural opportunities,33,0.615614,132513
NGA.34.9_1,Isa,Nigeria,NGA,Medium priority with high agricultural opportunities,31,0.638054,112767
NGA.37.6_1,Gummi,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.633974,167185
NGA.4.20_1,OrumbaSo,Nigeria,NGA,Medium priority with high agricultural opportunities,24,0.189591,163169
NGA.5.2_1,Bauchi,Nigeria,NGA,Medium priority with high agricultural opportunities,37,0.389567,156447
NGA.7.12_1,Logo,Nigeria,NGA,Medium priority with high agricultural opportunities,40,0.461181,211022
NGA.7.13_1,Makurdi,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.139349,199820
NGA.7.16_1,Ohimini,Nigeria,NGA,Medium priority with high agricultural opportunities,27,0.618813,171443
NGA.7.19_1,Oturkpo,Nigeria,NGA,Medium priority with high agricultural opportunities,25,0.47642,183398
NGA.7.20_1,Tarka,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.479428,201189
NGA.7.2_1,Agatu,Nigeria,NGA,Medium priority with high agricultural opportunities,36,0.388912,195233
NGA.7.3_1,Apa,Nigeria,NGA,Medium priority with high agricultural opportunities,28,0.477391,196577
NGA.7.6_1,Guma,Nigeria,NGA,Medium priority with high agricultural opportunities,38,0.4558,219341
NGA.7.7_1,Gwer East,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.445824,232242
NGA.8.11_1,Gwoza,Nigeria,NGA,Medium priority with high agricultural opportunities,34,0.608801,144099
NGA.8.14_1,Kaga,Nigeria,NGA,Medium priority with high agricultural opportunities,38,0.653312,114333
NGA.8.16_1,Konduga,Nigeria,NGA,Medium priority with high agricultural opportunities,23,0.635015,125409
NGA.8.18_1,Kwaya Kusar,Nigeria,NGA,Medium priority with high agricultural opportunities,28,0.663315,127084
NGA.8.19_1,Lake Chad,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.589093,158906
NGA.8.20_1,Mafa,Nigeria,NGA,Medium priority with high agricultural opportunities,27,0.647801,106719
NGA.8.3_1,Bama,Nigeria,NGA,Medium priority with high agricultural opportunities,26,0.625896,117742
NGA.8.4_1,Bayo,Nigeria,NGA,Medium priority with high agricultural opportunities,27,0.657248,128497
NGA.8.5_1,Biu,Nigeria,NGA,Medium priority with high agricultural opportunities,35,0.035493,131010
NGA.8.8_1,Dikwa,Nigeria,NGA,Medium priority with high agricultural opportunities,28,0.647616,103456
NGA.9.17_1,Yakurr,Nigeria,NGA,Medium priority with high agricultural opportunities,41,0.194624,128326
NGA.10.24_1,Warri South,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.719573,96683
NGA.17.10_1,Isu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,23,0.379684,85678
NGA.17.14_1,Nkwerre,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.426883,97406
NGA.17.15_1,Nwangele,Nigeria,NGA,Medium priority with moderate agricultural opportunities,23,0.14007,97543
NGA.17.3_1,Ehime-Mb,Nigeria,NGA,Medium priority with moderate agricultural opportunities,22,0.435516,93728
NGA.17.8_1,Ikeduru,Nigeria,NGA,Medium priority with moderate agricultural opportunities,25,0.174647,83240
NGA.17.9_1,IsialaMb,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.445399,89641
NGA.18.4_1,BirninKu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.714494,95969
NGA.20.10_1,DawakinT,Nigeria,NGA,Medium priority with moderate agricultural opportunities,32,0.492497,88787
NGA.20.13_1,Gabasawa,Nigeria,NGA,Medium priority with moderate agricultural opportunities,38,0.667053,78784
NGA.20.14_1,Garko,Nigeria,NGA,Medium priority with moderate agricultural opportunities,37,0.621948,97691
NGA.20.23_1,Kibiya,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.638664,97665
NGA.20.28_1,Madobi,Nigeria,NGA,Medium priority with moderate agricultural opportunities,41,0.694502,89761
NGA.20.2_1,Albasu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,37,0.64864,87988
NGA.20.30_1,Minjibir,Nigeria,NGA,Medium priority with moderate agricultural opportunities,30,0.662628,84594
NGA.20.37_1,Takai,Nigeria,NGA,Medium priority with moderate agricultural opportunities,28,0.643972,91101
NGA.20.39_1,Tofa,Nigeria,NGA,Medium priority with moderate agricultural opportunities,37,0.652807,91642
NGA.20.44_1,Wudil,Nigeria,NGA,Medium priority with moderate agricultural opportunities,31,0.644349,93326
NGA.20.9_1,DawakinK,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.533214,92421
NGA.21.20_1,Kankiya,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.699799,77032
NGA.21.21_1,Katsina (K),Nigeria,NGA,Medium priority with moderate agricultural opportunities,30,0.31926,64404
NGA.21.32_1,Safana,Nigeria,NGA,Medium priority with moderate agricultural opportunities,39,0.524835,91252
NGA.22.11_1,Gwandu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,39,0.644128,81944
NGA.22.13_1,Kalgo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.654652,80225
NGA.22.14_1,Koko/Bes,Nigeria,NGA,Medium priority with moderate agricultural opportunities,27,0.634477,97105
NGA.22.15_1,Maiyama,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.524752,80116
NGA.22.19_1,Suru,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.703559,94519
NGA.22.1_1,Aleiro,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.136904,77896
NGA.22.2_1,Arewa,Nigeria,NGA,Medium priority with moderate agricultural opportunities,34,0.670694,70811
NGA.22.3_1,Argungu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.660049,75831
NGA.22.4_1,Augie,Nigeria,NGA,Medium priority with moderate agricultural opportunities,33,0.663627,73821
NGA.3.10_1,Ibiono Ibom,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.34534,66337
NGA.3.11_1,Ika,Nigeria,NGA,Medium priority with moderate agricultural opportunities,26,0.393377,76064
NGA.3.12_1,Ikono,Nigeria,NGA,Medium priority with moderate agricultural opportunities,32,0.355689,88142
NGA.3.13_1,Ikot-Aba,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.622732,26377
NGA.3.14_1,Ikot-Ekp,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.084364,81078
NGA.3.16_1,Itu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,25,0.369259,84735
NGA.3.17_1,Mbo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,36,0.358225,68010
NGA.3.1_1,Abak,Nigeria,NGA,Medium priority with moderate agricultural opportunities,23,0.159408,75177
NGA.3.20_1,Nsit Ibom,Nigeria,NGA,Medium priority with moderate agricultural opportunities,25,0.467006,91873
NGA.3.22_1,Obot Akara,Nigeria,NGA,Medium priority with moderate agricultural opportunities,27,0.650123,92842
NGA.3.24_1,Onna,Nigeria,NGA,Medium priority with moderate agricultural opportunities,41,0.386749,78873
NGA.3.25_1,Oron,Nigeria,NGA,Medium priority with moderate agricultural opportunities,35,0.411136,71171
NGA.3.27_1,Udung Uko,Nigeria,NGA,Medium priority with moderate agricultural opportunities,27,0.251025,91090
NGA.3.30_1,UrueOffo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,31,0.366446,84949
NGA.3.4_1,Esit Eket,Nigeria,NGA,Medium priority with moderate agricultural opportunities,25,0.373764,81522
NGA.3.5_1,Essien-U,Nigeria,NGA,Medium priority with moderate agricultural opportunities,31,0.185685,79581
NGA.3.6_1,EtimEkpo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,30,0.480408,82977
NGA.3.7_1,Etinan,Nigeria,NGA,Medium priority with moderate agricultural opportunities,36,0.342408,91952
NGA.3.8_1,Ibeno,Nigeria,NGA,Medium priority with moderate agricultural opportunities,28,0.044641,96156
NGA.33.12_1,Gokana,Nigeria,NGA,Medium priority with moderate agricultural opportunities,38,0.643517,77687
NGA.33.20_1,Opobo/Nkoro,Nigeria,NGA,Medium priority with moderate agricultural opportunities,33,0.441412,77734
NGA.34.13_1,Sabon Birni,Nigeria,NGA,Medium priority with moderate agricultural opportunities,24,0.649394,84269
NGA.34.23_1,Yabo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,25,0.643499,94617
NGA.34.4_1,Gada,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.738084,81208
NGA.34.5_1,Goronyo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,22,0.689065,72181
NGA.34.6_1,Gudu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,33,0.675466,82981
NGA.34.8_1,Illela,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.674632,81297
NGA.36.13_1,Nguru,Nigeria,NGA,Medium priority with moderate agricultural opportunities,37,0.553396,59423
NGA.36.3_1,Damaturu,Nigeria,NGA,Medium priority with moderate agricultural opportunities,39,0.764306,61699
NGA.36.8_1,Gulani,Nigeria,NGA,Medium priority with moderate agricultural opportunities,37,0.742181,88598
NGA.37.11_1,Shinkafi,Nigeria,NGA,Medium priority with moderate agricultural opportunities,39,0.43602,94023
NGA.5.10_1,Itas/Gad,Nigeria,NGA,Medium priority with moderate agricultural opportunities,31,0.770697,79579
NGA.5.11_1,Jama'are,Nigeria,NGA,Medium priority with moderate agricultural opportunities,30,0.725825,80319
NGA.5.14_1,Misau,Nigeria,NGA,Medium priority with moderate agricultural opportunities,32,0.391775,79596
NGA.5.9_1,Giade,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.674019,78511
NGA.6.1_1,Brass,Nigeria,NGA,Medium priority with moderate agricultural opportunities,34,0.492074,96681
NGA.6.2_1,Ekeremor,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.19164,88100
NGA.6.7_1,Southern Ijaw,Nigeria,NGA,Medium priority with moderate agricultural opportunities,39,0.322552,76567
NGA.8.10_1,Guzamala,Nigeria,NGA,Medium priority with moderate agricultural opportunities,32,0.693269,65760
NGA.8.15_1,Kala/Balge,Nigeria,NGA,Medium priority with moderate agricultural opportunities,33,0.663263,87528
NGA.8.1_1,Abadam,Nigeria,NGA,Medium priority with moderate agricultural opportunities,40,0.7032,57024
NGA.8.21_1,Magumeri,Nigeria,NGA,Medium priority with moderate agricultural opportunities,29,0.690684,81477
NGA.8.23_1,Marte,Nigeria,NGA,Medium priority with moderate agricultural opportunities,36,0.667075,89603
NGA.8.26_1,Ngala,Nigeria,NGA,Medium priority with moderate agricultural opportunities,36,0.67932,81035
NGA.8.27_1,Nganzai,Nigeria,NGA,Medium priority with moderate agricultural opportunities,23,0.683807,79819
NGA.8.9_1,Gubio,Nigeria,NGA,Medium priority with moderate agricultural opportunities,36,0.690388,72729
NGA.9.3_1,Akpabuyo,Nigeria,NGA,Medium priority with moderate agricultural opportunities,38,0.486728,68087
NGA.9.6_1,Biase,Nigeria,NGA,Medium priority with moderate agricultural opportunities,32,0.403435,92509
